target_id	length	eff_length	est_counts	tpm
lcl|AF157706.1_cds_AAD49654.1_46	2181	1881.56	2914	1770.53
lcl|AF157706.1_cds_AAB06339.1_47	3399	3099.56	8447	3115.55
lcl|AF157706.1_cds_AAB06340.1_48	1551	1251.56	5768	5268.72
lcl|AF157706.1_cds_AAB06341.1_49	2583	2283.56	2475	1239.07
lcl|AF157706.1_cds_AAB06342.1_50	696	396.578	2340	6745.59
lcl|AF157706.1_cds_AAB06343.1_51	1131	831.563	8844	12158.7
lcl|AF157706.1_cds_AAB06344.1_52	255	65.2215	241	4224.34
lcl|AF157706.1_cds_AAB06345.1_53	2217	1917.56	4543	2708.48
lcl|AF157706.1_cds_AAB06346.1_54	2085	1785.56	13910	8906.05
lcl|AF157706.1_cds_AAB06347.1_55	759	459.564	1208	3005.07
lcl|AF157706.1_cds_AAB06348.1_56	1668	1368.56	3615	3019.79
lcl|AF157706.1_cds_AAB06349.1_57	906	606.563	11752	22149.8
lcl|AF157706.1_cds_AAD49655.1_58	777	477.563	1681	4024.11
lcl|AF157706.1_cds_AAD49656.1_59	1587	1287.56	20387	18101.6
lcl|AF157706.1_cds_AAD49657.1_60	1380	1080.56	17232	18231.3
lcl|AF157706.1_cds_AAD49658.1_61	1479	1179.56	2743	2658.51
lcl|AF157706.1_cds_AAD49659.1_62	891	591.563	8489	16405.5
lcl|AF157706.1_cds_AAD49660.1_63	4038	3738.56	26085	7976.62
lcl|AF157706.1_cds_AAD49661.1_64	2319	2019.56	1882	1065.36
lcl|AF157706.1_cds_AAD49662.1_65	1053	753.563	3910	5931.85
lcl|AF157706.1_cds_AAD49667.1_66	2001	1701.56	5962	4005.69
lcl|AF157706.1_cds_AAD49663.1_67	264	67.8472	0	0
lcl|AF157706.1_cds_AAD49664.1_68	657	357.63	1194	3816.84
lcl|AF157706.1_cds_AAD49665.1_69	1329	1029.56	3379	3752.05
lcl|AF157706.1_cds_AAD49666.1_70	1008	708.563	5348	8628.71
lcl|AF157706.1_cds_AAD49668.1_71	1062	762.563	10441	15653.1
lcl|AF157706.1_cds_AAD49669.1_72	345	98.713	492	5698.02
lcl|AF157706.1_cds_AAD49670.1_73	1692	1392.56	30231	24818.2
lcl|AF157706.1_cds_AAB06353.1_74	1467	1167.56	13367	13088.4
lcl|AF157706.1_cds_AAB06354.1_75	246	62.7239	436	7946.69
lcl|AF157706.1_cds_AAB06355.1_76	1035	735.563	10266	15955.6
lcl|AF157706.1_cds_AAB06356.1_77	2343	2043.56	8067	4512.91
lcl|AF157706.1_cds_AAB06357.1_78	1989	1689.56	3337	2257.95
lcl|AF157706.1_cds_AAB06358.1_79	750	450.564	1421	3605.54
lcl|AF157706.1_cds_AAB06359.1_80	1989	1689.56	3034	2052.93
lcl|AF157706.1_cds_AAB06360.1_81	2475	2175.56	2597	1364.69
lcl|AF157706.1_cds_AAB06361.1_82	240	61.1257	0	0
lcl|AF157706.1_cds_AAB06362.1_83	228	58.0779	0	0
lcl|AF157706.1_cds_AAD49671.1_84	1443	1143.56	28524	28515.7
lcl|AF157706.1_cds_AAB06365.1_85	768	468.564	10315	25167.1
lcl|AF157706.1_cds_AAB06366.1_86	753	453.564	5088	12824.5
lcl|AF157706.1_cds_AAB06367.1_87	342	97.297	1579	18553.1
lcl|AF157706.1_cds_AAD49672.1_88	1029	729.563	1643	2574.59
lcl|AF157706.1_cds_AAD49673.1_89	879	579.563	2140	4221.3
lcl|AF157706.1_cds_AAD49674.1_90	4563	4263.56	4181	1121.09
lcl|AF157706.1_cds_AAD49675.1_91	3237	2937.56	6134	2387.2
lcl|AF157706.1_cds_AAD49676.1_92	471	181.137	1307	8249
lcl|AF157706.1_cds_AAD49677.1_93	798	498.563	200	458.609
lcl|AF157706.1_cds_AAD49678.1_94	1473	1173.56	776	755.942
lcl|AF157706.1_cds_AAD49679.1_95	3639	3339.56	21626	7403.2
lcl|AF157706.1_cds_AAD49680.1_96	1851	1551.56	85114	62714
lcl|AF157706.1_cds_AAD49681.1_97	321	88.0279	322	4181.85
lcl|AF157706.1_cds_AAD49682.1_98	2280	1980.56	8087.5	4668.3
lcl|AF157706.1_cds_AAD49683.1_99	603	303.962	971.461	3653.75
lcl|AF157706.1_cds_AAD49684.1_100	480	188.67	295.539	1790.78
lcl|AF157706.1_cds_AAD49685.1_101	240	61.1257	3	56.1087
lcl|AF157706.1_cds_AAD49686.1_102	1179	879.563	127926	166274
lcl|AF157706.1_cds_AAD49687.1_103	180	47.488	0	0
