target_id       length  eff_length      est_counts      tpm
lcl|AF157706.1_cds_AAD49662.1_65        1053    754     0       0
lcl|AF157706.1_cds_AAD49667.1_66        2001    1702    0       0
lcl|AF157706.1_cds_AAD49663.1_67        264     29.9079 0       0
lcl|AF157706.1_cds_AAD49664.1_68        657     358     0       0
lcl|AF157706.1_cds_AAD49665.1_69        1329    1030    0       0
lcl|AF157706.1_cds_AAD49666.1_70        1008    709     0       0
lcl|AF157706.1_cds_AAD49668.1_71        1062    763     0       0
lcl|AF157706.1_cds_AAD49669.1_72        345     62.1062 0       0
lcl|AF157706.1_cds_AAD49670.1_73        1692    1393    0       0
lcl|AF157706.1_cds_AAB06353.1_74        1467    1168    0       0
lcl|AF157706.1_cds_AAB06354.1_75        246     26.0761 0       0
lcl|AF157706.1_cds_AAB06355.1_76        1035    736     0       0
lcl|AF157706.1_cds_AAB06356.1_77        2343    2044    0       0
lcl|AF157706.1_cds_AAB06357.1_78        1989    1690    0       0
lcl|AF157706.1_cds_AAB06358.1_79        750     451     0       0
lcl|AF157706.1_cds_AAB06359.1_80        1989    1690    0       0
lcl|AF157706.1_cds_AAB06360.1_81        2475    2176    0       0
lcl|AF157706.1_cds_AAB06361.1_82        240     24.9687 0       0
lcl|AF157706.1_cds_AAB06362.1_83        228     22.9702 0       0
lcl|AF157706.1_cds_AAD49671.1_84        1443    1144    0       0
lcl|AF157706.1_cds_AAB06365.1_85        768     469     0       0
lcl|AF157706.1_cds_AAB06366.1_86        753     454     0       0
lcl|AF157706.1_cds_AAB06367.1_87        342     60.3234 0       0
lcl|AF157706.1_cds_AAD49672.1_88        1029    730     0       0
lcl|AF157706.1_cds_AAD49673.1_89        879     580     0       0
lcl|AF157706.1_cds_AAD49674.1_90        4563    4264    0       0
lcl|AF157706.1_cds_AAD49675.1_91        3237    2938    0       0
lcl|AF157706.1_cds_AAD49676.1_92        471     172.056 0       0
lcl|AF157706.1_cds_AAD49677.1_93        798     499     0       0
lcl|AF157706.1_cds_AAD49678.1_94        1473    1174    0       0
lcl|AF157706.1_cds_AAD49679.1_95        3639    3340    0       0
lcl|AF157706.1_cds_AAD49680.1_96        1851    1552    0       0
lcl|AF157706.1_cds_AAD49681.1_97        321     49.2896 0       0
lcl|AF157706.1_cds_AAD49682.1_98        2280    1981    158     500000
lcl|AF157706.1_cds_AAD49683.1_99        603     304     0       0
lcl|AF157706.1_cds_AAD49684.1_100       480     181.03  0       0
lcl|AF157706.1_cds_AAD49685.1_101       240     24.9687 0       0
lcl|AF157706.1_cds_AAD49686.1_102       1179    880     0       0
lcl|AF157706.1_cds_AAD49687.1_103       180     17.1439 0       0
